"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2022-10-04 00:00:00","2022-10-04 22:00:00","Noe Valley","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Truck","220683567"
"2022-10-04 00:00:00","2022-10-04 22:00:00","Oceanview/Merced/Ingleside","Weapons Offense","Weapons Offense","Open or Active","Taraval","Firearm, Discharging Within City Limits","220684452"
"2022-10-04 00:00:00","2022-10-04 22:08:00","Mission","Recovered Vehicle","Recovered Vehicle","Open or Active","Mission","Vehicle, Recovered, Auto","220678079"
"2022-10-04 00:00:00","2022-10-04 22:23:00","South of Market","Fraud","Fraud","Open or Active","Tenderloin","Fraudulent Use Of Automated Teller Card","220684270"
"2022-10-04 00:00:00","2022-10-04 22:33:00","Lone Mountain/USF","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Park","EPO or Restraining Order Violation, DVU related","220682042"
"2022-10-04 00:00:00","2022-10-04 22:33:00","Lone Mountain/USF","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Park","Domestic Violence (secondary only)","220682042"
"2022-10-04 00:00:00","2022-10-04 22:43:00","Bernal Heights","Assault","Assault","Open or Active","Ingleside","Battery","220681997"
"2022-10-04 00:00:00","2022-10-04 23:00:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","220684242"
"2022-10-04 00:00:00","2022-10-04 23:30:00","Pacific Heights","Larceny Theft","Larceny Theft","Open or Active","Northern","License Plate, Stolen","220683761"
"2022-10-04 00:00:00","2022-10-04 23:34:00","Outer Richmond","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Richmond","Violation of Restraining Order","220682058"
"2022-10-04 00:00:00","2022-10-04 23:45:00","South of Market","Suspicious Occ","Suspicious Occ","Open or Active","Southern","Suspicious Occurrence","220689220"
"2022-10-05 00:00:00","2022-10-05 00:00:00","Mission","Warrant","Warrant","Cite or Arrest Adult","Mission","Warrant Arrest, Enroute To Outside Jurisdiction","220673041"
"2022-10-05 00:00:00","2022-10-05 00:00:00","Haight Ashbury","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Park","Miscellaneous Investigation","220696786"
"2022-10-05 00:00:00","2022-10-05 00:00:00","Nob Hill","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Graffiti, Real or Personal Property","220699865"
"2022-10-05 00:00:00","2022-10-05 00:00:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, Lost Property, Petty","220689098"
"2022-10-05 00:00:00","2022-10-05 00:00:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Investigative Detention","220673041"
"2022-10-05 00:00:00","2022-10-05 00:08:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Driving, No License Issued","220682064"
"2022-10-05 00:00:00","2022-10-05 00:22:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Cite or Arrest Adult","Bayview","Vehicle, Recovered, Auto","220332639"
"2022-10-05 00:00:00","2022-10-05 00:26:00","Pacific Heights","Assault","Assault","Open or Active","Northern","Battery","220682070"
"2022-10-05 00:00:00","2022-10-05 00:26:00","Pacific Heights","Non-Criminal","Non-Criminal","Open or Active","Northern","Aided Case","220682070"
"2022-10-05 00:00:00","2022-10-05 00:30:00","Treasure Island","Suspicious Occ","Suspicious Occ","Open or Active","Southern","Suspicious Occurrence","220682161"
"2022-10-05 00:00:00","2022-10-05 00:50:00","Noe Valley","Burglary","Burglary","Open or Active","Mission","Burglary, Flat, Unlawful Entry","220682092"
"2022-10-05 00:00:00","2022-10-05 00:50:00","Noe Valley","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Unlocked Vehicle, $50-$200","220682092"
"2022-10-05 00:00:00","2022-10-05 00:59:00","Haight Ashbury","Non-Criminal","Non-Criminal","Open or Active","Park","Mental Health Detention","220682105"
"2022-10-05 00:00:00","2022-10-05 01:00:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, >$950","226183183"
"2022-10-05 00:00:00","2022-10-05 01:00:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Unlocked Vehicle, >$950","226183202"
"2022-10-05 00:00:00","2022-10-05 01:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226183337"
"2022-10-05 00:00:00","2022-10-05 01:18:00","Excelsior","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, Vehicle Strip, Attempted","220682111"
"2022-10-05 00:00:00","2022-10-05 01:42:00","Bayview Hunters Point","Weapons Offense","Weapons Offense","Open or Active","Bayview","Firearm, Discharging Within City Limits","220682149"
"2022-10-05 00:00:00","2022-10-05 01:43:00","Hayes Valley","Non-Criminal","Non-Criminal","Open or Active","Park","Mental Health Detention","220682127"
"2022-10-05 00:00:00","2022-10-05 01:45:00","Treasure Island","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Southern","Vehicle, Stolen, Other Vehicle","220683608"
"2022-10-05 00:00:00","2022-10-05 01:45:00","North Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Locked Vehicle, >$950","226183268"
"2022-10-05 00:00:00","2022-10-05 01:46:00","Chinatown","Other Miscellaneous","Other Miscellaneous","Open or Active","Central","Investigative Detention","220682133"
"2022-10-05 00:00:00","2022-10-05 01:55:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, Vehicle Strip, >$950","220682155"
"2022-10-05 00:00:00","2022-10-05 02:12:00","Bayview Hunters Point","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Bayview","Terrorist Threats","220682183"
"2022-10-05 00:00:00","2022-10-05 02:12:00","Bayview Hunters Point","Weapons Offense","Weapons Offense","Cite or Arrest Adult","Bayview","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","220682183"
"2022-10-05 00:00:00","2022-10-05 02:20:00","Russian Hill","Suspicious Occ","Suspicious Occ","Open or Active","Central","Suspicious Act Towards Female","220682199"
"2022-10-05 00:00:00","2022-10-05 02:20:00","Russian Hill","Assault","Assault","Open or Active","Central","Battery","220682199"
"2022-10-05 00:00:00","2022-10-05 02:20:00","Russian Hill","Burglary","Burglary","Open or Active","Central","Burglary, Hot Prowl, Unlawful Entry","220682199"
"2022-10-05 00:00:00","2022-10-05 02:30:00","North Beach","Robbery","Robbery","Open or Active","Central","Robbery, W/ Other Weapon","220682252"
"2022-10-05 00:00:00","2022-10-05 02:35:00","Mission","Robbery","Robbery","Open or Active","Mission","Robbery, Street or Public Place, W/ Force","220682202"
"2022-10-05 00:00:00","2022-10-05 02:35:00","Mission","Robbery","Robbery","Open or Active","Mission","Robbery, Street or Public Place, W/ Force","220682202"
"2022-10-05 00:00:00","2022-10-05 03:00:00","Mission","Assault","Assault","Open or Active","Mission","Firearm, Discharging At An Inhabited Dwelling","220684690"
"2022-10-05 00:00:00","2022-10-05 03:11:00","South of Market","Recovered Vehicle","Recovered Vehicle","Open or Active","Southern","Vehicle, Recovered, Auto","220660866"
"2022-10-05 00:00:00","2022-10-05 03:30:00","Castro/Upper Market","Burglary","Burglary","Open or Active","Park","Burglary, Store, Forcible Entry","220682224"
"2022-10-05 00:00:00","2022-10-05 03:30:00","Mission","Rape","Rape","Open or Active","Mission","Rape, Att., W/ Force","220682456"
"2022-10-05 00:00:00","2022-10-05 03:30:00","Excelsior","Vandalism","Vandalism","Open or Active","Ingleside","Vehicle, Tampering","220682309"
"2022-10-05 00:00:00","2022-10-05 03:30:00","Excelsior","Malicious Mischief","Malicious Mischief","Open or Active","Ingleside","Malicious Mischief, Vandalism to Vehicle","220682309"
"2022-10-05 00:00:00","2022-10-05 03:30:00","Excelsior","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, From Locked Vehicle, $200-$950","220682309"
"2022-10-05 00:00:00","2022-10-05 03:30:00","Mission","Assault","Assault","Open or Active","Mission","Assault, Aggravated, W/ Force","220682456"
"2022-10-05 00:00:00","2022-10-05 03:30:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226183406"
"2022-10-05 00:00:00","2022-10-05 03:36:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, Vehicle Strip, >$950","220682901"
"2022-10-05 00:00:00","2022-10-05 03:39:00","Portola","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","220682230"
"2022-10-05 00:00:00","2022-10-05 03:43:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, Vehicle Strip, >$950","220688131"
"2022-10-05 00:00:00","2022-10-05 03:49:00","South of Market","Burglary","Burglary","Open or Active","Southern","Burglary, Non-residential, Forcible Entry","220682246"
"2022-10-05 00:00:00","2022-10-05 04:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Building, >$950","220684208"
"2022-10-05 00:00:00","2022-10-05 04:00:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Vandalism to Vehicle","220682882"
"2022-10-05 00:00:00","2022-10-05 04:00:00","Castro/Upper Market","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Other Vehicle","220683341"
"2022-10-05 00:00:00","2022-10-05 04:00:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Locked Vehicle, >$950","226182862"
"2022-10-05 00:00:00","2022-10-05 04:00:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, >$950","226183230"
"2022-10-05 00:00:00","2022-10-05 04:20:00","Excelsior","Burglary","Burglary","Open or Active","Ingleside","Burglary, Other Bldg., Forcible Entry","220682274"
"2022-10-05 00:00:00","2022-10-05 04:20:00","Excelsior","Assault","Assault","Open or Active","Ingleside","Firearm, Discharging in Grossly Negligent Manner","220682274"
"2022-10-05 00:00:00","2022-10-05 04:30:00","Oceanview/Merced/Ingleside","Non-Criminal","Non-Criminal","Open or Active","Taraval","Mental Health Detention","220682280"
"2022-10-05 00:00:00","2022-10-05 04:45:00","Outer Mission","Larceny Theft","Larceny Theft","Open or Active","Ingleside","License Plate, Stolen","220683062"
"2022-10-05 00:00:00","2022-10-05 05:05:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","220690590"
"2022-10-05 00:00:00","2022-10-05 05:10:00","Castro/Upper Market","Malicious Mischief","Malicious Mischief","Open or Active","Park","Malicious Mischief, Vandalism to Vehicle","220685494"
"2022-10-05 00:00:00","2022-10-05 05:10:00","Inner Richmond","Malicious Mischief","Malicious Mischief","Open or Active","Richmond","Malicious Mischief, Vandalism to Property","220682296"
"2022-10-05 00:00:00","2022-10-05 05:22:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Building, $200-$950","220683329"
"2022-10-05 00:00:00","2022-10-05 06:00:00","Bayview Hunters Point","Disorderly Conduct","Disorderly Conduct","Open or Active","Bayview","Terrorist Threats","220682315"
"2022-10-05 00:00:00","2022-10-05 06:15:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","226183434"
"2022-10-05 00:00:00","2022-10-05 06:20:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Northern","Assault, Aggravated, W/ Force","220682343"
"2022-10-05 00:00:00","2022-10-05 06:20:00","Tenderloin","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Northern","Fire Protection Equipment, Tampering with","220682343"
"2022-10-05 00:00:00","2022-10-05 06:20:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Northern","Cocaine Offense","220682343"
"2022-10-05 00:00:00","2022-10-05 06:38:00","Bayview Hunters Point","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, Shoplifting, <$50","220682393"
"2022-10-05 00:00:00","2022-10-05 07:00:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Vandalism to Property","220685858"
"2022-10-05 00:00:00","2022-10-05 07:00:00","Golden Gate Park","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, Vehicle Strip, >$950","220698055"
"2022-10-05 00:00:00","2022-10-05 07:11:00","Castro/Upper Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Trespassing","220682387"
"2022-10-05 00:00:00","2022-10-05 07:11:00","Castro/Upper Market","Assault","Assault","Cite or Arrest Adult","Mission","Battery","220682387"
"2022-10-05 00:00:00","2022-10-05 07:25:00","Tenderloin","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Tenderloin","Miscellaneous Investigation","220684349"
"2022-10-05 00:00:00","2022-10-05 07:28:00","Mission","Drug Offense","Drug Offense","Cite or Arrest Adult","Mission","Narcotics Paraphernalia, Possession of","220682531"
"2022-10-05 00:00:00","2022-10-05 07:28:00","Mission","Stolen Property","Stolen Property","Cite or Arrest Adult","Mission","Stolen Property, Possession with Knowledge, Receiving","220682531"
"2022-10-05 00:00:00","2022-10-05 07:28:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Cite or Arrest Adult","Mission","Vehicle, Stolen & Recovered","220682531"
"2022-10-05 00:00:00","2022-10-05 07:30:00","Inner Richmond","Assault","Assault","Open or Active","Richmond","Battery","220682478"
"2022-10-05 00:00:00","2022-10-05 07:36:00","South of Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Narcotics Paraphernalia, Possession of","220682406"
"2022-10-05 00:00:00","2022-10-05 07:36:00","Japantown","Robbery","Robbery","Open or Active","Richmond","Carjacking with a Dangerous Weapon","220682553"
"2022-10-05 00:00:00","2022-10-05 07:36:00","South of Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Cocaine, Base/rock Offense","220682406"
"2022-10-05 00:00:00","2022-10-05 07:36:00","Japantown","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Richmond","Miscellaneous Investigation","220682553"
"2022-10-05 00:00:00","2022-10-05 07:36:00","Japantown","Robbery","Robbery","Cite or Arrest Adult","Richmond","Carjacking with a Dangerous Weapon","220682553"
"2022-10-05 00:00:00","2022-10-05 07:36:00","Japantown","Miscellaneous Investigation","Miscellaneous Investigation","Cite or Arrest Adult","Richmond","Miscellaneous Investigation","220682553"
"2022-10-05 00:00:00","2022-10-05 07:38:00","Japantown","Recovered Vehicle","Recovered Vehicle","Open or Active","Richmond","Vehicle, Recovered, Auto","220682553"
"2022-10-05 00:00:00","2022-10-05 07:48:00","Bayview Hunters Point","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Bayview","Driving, License Suspended or Revoked","220606020"
"2022-10-05 00:00:00","2022-10-05 07:48:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Cite or Arrest Adult","Bayview","Vehicle, Recovered, Auto","220606020"
"2022-10-05 00:00:00","2022-10-05 07:48:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Cite or Arrest Adult","Bayview","Vehicle, Recovered, Auto","220606020"
"2022-10-05 00:00:00","2022-10-05 07:48:00","Bayview Hunters Point","Warrant","Warrant","Cite or Arrest Adult","Bayview","Warrant Arrest, Local SF Warrant","220606020"
"2022-10-05 00:00:00","2022-10-05 07:50:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery, Sexual","220682484"
"2022-10-05 00:00:00","2022-10-05 07:50:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","220682484"
"2022-10-05 00:00:00","2022-10-05 08:00:00","Nob Hill","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, From Person, $200-$950 (other than Pickpocket)","220693271"
"2022-10-05 00:00:00","2022-10-05 08:00:00","Oceanview/Merced/Ingleside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","220688329"
